Phi,V
0.0,-2.999934060950529
0.01556799071695867,-3.000297192645465
0.03113598143391734,-3.0013843966329965
0.04670397215087601,-3.00319703711133
0.06227196286783468,-3.0057361973439245
0.07783995358479334,-3.0090029153459548
0.09340794430175202,-3.0129984488989785
0.1089759350187107,-3.0177245288040084
0.12454392573566936,-3.023183568408163
0.14011191645262802,-3.0293788092660727
0.15567990716958668,-3.0363143956901593
0.17124789788654537,-3.0439953833082676
0.18681588860350404,-3.0524276971669195
0.2023838793204627,-3.061618062274627
0.2179518700374214,-3.0715739330379166
0.23351986075438005,-3.082303447512668
0.24908785147133872,-3.093815427958647
0.2646558421882974,-3.1061194415053097
0.28022383290525604,-3.1192259249174854
0.29579182362221473,-3.133146366967901
0.31135981433917337,-3.1478935324958033
0.32692780505613206,-3.1634817056044624
0.34249579577309075,-3.179926927116956
0.3580637864900494,-3.197247204266354
0.3736317772070081,-3.215462678606795
0.38919976792396677,-3.2345957500852864
0.4047677586409254,-3.2546711686957965
0.4203357493578841,-3.275716116813479
0.4359037400748428,-3.297760311571485
0.4514717307918014,-3.3208361545687457
0.4670397215087601,-3.344978944604249
0.48260771222571874,-3.370227149458473
0.49817570294267743,-3.396622709334323
0.5137436936596361,-3.424211324085499
0.5293116843765948,-3.45304266614855
0.5448796750935534,-3.483170466798693
0.5604476658105121,-3.514652446376807
0.5760156565274708,-3.5475500949653376
0.5915836472444295,-3.581928348315421
0.6071516379613882,-3.6178552310934804
0.6227196286783467,-3.655401543565466
0.6382876193953054,-3.694640643245458
0.6538556101122641,-3.7356483249419363
0.6694236008292228,-3.778502746905805
0.6849915915461815,-3.823284309483641
0.7005595822631402,-3.870075385776136
0.7161275729800988,-3.918959839958247
0.7316955636970575,-3.9700223391900296
0.7472635544140162,-4.023347542943394
0.7628315451309748,-4.079019303289104
0.7783995358479334,-4.137120001520825
0.7939675265648921,-4.197730074262831
0.8095355172818508,-4.260927673463634
0.8251035079988095,-4.32678831388758
0.8406714987157681,-4.395384344122884
0.8562394894327268,-4.466784154580167
0.8718074801496855,-4.541051176189581
0.8873754708666441,-4.618242850185658
0.9029434615836028,-4.6984097822699376
0.9185114523005615,-4.7815951991996775
0.9340794430175201,-4.867834643930611
0.9496474337344788,-4.957155681267426
0.9652154244514375,-5.049577348810178
0.9807834151683962,-5.145109216464296
0.9963514058853549,-5.243750138994687
1.0119193966023134,-5.345486951429927
1.0274873873192722,-5.4502933440193155
1.0430553780362308,-5.558128961819638
1.0586233687531894,-5.668938536960021
1.0741913594701482,-5.782650752841147
1.0897593501871068,-5.899176642903699
1.1053273409040656,-6.018407567530396
1.1208953316210242,-6.140213005417597
1.1364633223379828,-6.26443837842436
1.1520313130549416,-6.390902893297964
1.1675993037719001,-6.519397104229984
1.183167294488859,-6.6496798235434715
1.1987352852058175,-6.781474258108791
1.214303275922776,-6.91446368329927
1.229871266639735,-7.0482872187591115
1.2454392573566935,-7.182536022359698
1.2610072480736523,-7.316749548436049
1.2765752387906109,-7.4504110287966645
1.2921432295075697,-7.582941795556107
1.3077112202245282,-7.7136955848546185
1.3232792109414868,-7.841955396341786
1.3388472016584456,-7.966935103043135
1.3544151923754042,-8.087785586835846
1.369983183092363,-8.203603303177045
1.3855511738093216,-8.313440690999473
1.4011191645262802,-8.41632111735879
1.416687155243239,-8.51126080434811
1.4322551459601975,-8.597295717011642
1.4478231366771563,-8.67350975748875
1.463391127394115,-8.739066106464788
1.4789591181110735,-8.793248682624956
1.4945271088280323,-8.835516436975862
1.5100950995449909,-8.865565180875842
1.5256630902619497,-8.883393134310472
1.5412310809789083,-8.889369076308522
