Phi,V
0.0,-2.9999353538204123
0.01622274077344922,-3.0003309322312397
0.03244548154689844,-3.0015151465932877
0.04866822232034766,-3.003487139415364
0.06489096309379688,-3.0062503460885215
0.0811137038672461,-3.0098074971479027
0.09733644464069532,-3.014159704467738
0.11355918541414455,-3.0193074534992346
0.12978192618759377,-3.025251899360421
0.14600466696104297,-3.031995628653241
0.1622274077344922,-3.0395427064342
0.17845014850794144,-3.0478982389657276
0.19467288928139065,-3.0570678339365283
0.21089563005483986,-3.0670572901373423
0.2271183708282891,-3.077872685499764
0.24334111160173832,-3.089520842125089
0.25956385237518753,-3.102009997859104
0.27578659314863674,-3.1153504481303895
0.29200933392208595,-3.129554951318258
0.3082320746955352,-3.144638798740099
0.3244548154689844,-3.160619594951194
0.3406775562424336,-3.1775169200414872
0.3569002970158829,-3.1953521008455774
0.3731230377893321,-3.2141482747675307
0.3893457785627813,-3.23393080169399
0.4055685193362305,-3.254727921083914
0.4217912601096797,-3.276571436853368
0.438014000883129,-3.299497198403871
0.4542367416565782,-3.3235452391401696
0.4704594824300274,-3.348759586486032
0.48668222320347665,-3.3751878932448336
0.5029049639769259,-3.402881095758765
0.5191277047503751,-3.4318932619805858
0.5353504455238243,-3.462281684801802
0.5515731862972735,-3.494107162051233
0.5677959270707227,-3.5274343360709164
0.5840186678441719,-3.5623319624278715
0.6002414086176212,-3.598873024698738
0.6164641493910704,-3.6371346777413147
0.6326868901645196,-3.6771980554367087
0.6489096309379688,-3.719148005922752
0.665132371711418,-3.7630728186791105
0.6813551124848672,-3.809063991589451
0.6975778532583164,-3.857216059635387
0.7138005940317658,-3.907626474591049
0.730023334805215,-3.9603954920297944
0.7462460755786642,-4.015625997793666
0.7624688163521134,-4.073423203972677
0.7786915571255626,-4.133894173554252
0.7949142978990118,-4.197147189102667
0.811137038672461,-4.263291042916656
0.8273597794459102,-4.332434362302488
0.8435825202193594,-4.404685066727184
0.8598052609928086,-4.480149977815727
0.8760280017662578,-4.558934492799862
0.892250742539707,-4.641142136555592
0.9084734833131564,-4.7268737816496476
0.9246962240866056,-4.816226402666628
0.9409189648600548,-4.90929139804874
0.957141705633504,-5.00615270637568
0.9733644464069532,-5.106885070193187
0.9895871871804024,-5.211552776366574
1.0058099279538517,-5.320209003897766
1.022032668727301,-5.432895602009978
1.0382554095007501,-5.549642841789351
1.0544781502741993,-5.670468590038021
1.0707008910476485,-5.79537653543564
1.0869236318210977,-5.924353512231681
1.103146372594547,-6.0573664287456115
1.1193691133679962,-6.194359557870252
1.1355918541414454,-6.335252791468948
1.1518145949148946,-6.479940911066307
1.1680373356883438,-6.628293244442473
1.184260076461793,-6.780152664786058
1.2004828172352422,-6.9353330589784825
1.2167055580086914,-7.093615136707932
1.2329282987821408,-7.254741375663702
1.24915103955559,-7.41841139896431
1.2653737803290392,-7.584278732473687
1.2815965211024885,-7.751948793614954
1.2978192618759377,-7.920976800070092
1.3140420026493869,-8.090863918832783
1.330264743422836,-8.261050797410192
1.3464874841962853,-8.430909145902987
1.3627102249697345,-8.599733169032827
1.3789329657431837,-8.76673249162316
1.395155706516633,-8.93102685823201
1.411378447290082,-9.091641384067684
1.4276011880635313,-9.247500772757473
1.4438239288369805,-9.397422227284604
1.4600466696104297,-9.540109086784456
1.4762694103838792,-9.674148994816623
1.4924921511573284,-9.798020226806123
1.5087148919307776,-9.910107530049501
1.5249376327042268,-10.008726588320839
1.541160373477676,-10.092159039116641
1.5573831142511252,-10.158715620271963
1.5736058550245744,-10.206881082659054
1.5898285957980236,-10.23564398884818
1.6060513365714728,-10.245109204100649
