Phi,V
0.0,-2.999966968339097
0.012815254525592668,-3.000213206720535
0.025630509051185336,-3.0009519918993477
0.03844576357677801,-3.002183306942996
0.05126101810237067,-3.0039074245509227
0.06407627262796334,-3.0061249143843853
0.07689152715355602,-3.0088366543272516
0.08970678167914868,-3.0120438422740703
0.10252203620474135,-3.0157480056088084
0.11533729073033401,-3.0199510063437054
0.12815254525592668,-3.0246550408271493
0.14096779978151935,-3.0298626338973818
0.15378305430711203,-3.035576628258309
0.16659830883270468,-3.0418001706021385
0.17941356335829736,-3.04853669653777
0.19222881788389,-3.0557899166632905
0.2050440724094827,-3.06356380613004
0.21785932693507537,-3.071862599793783
0.23067458146066802,-3.080690794568301
0.2434898359862607,-3.0900531599420096
0.25630509051185335,-3.0999547568591015
0.26912034503744603,-3.11040096438486
0.2819355995630387,-3.1213975128565563
0.2947508540886314,-3.1329505216504576
0.30756610861422407,-3.1450665393443082
0.3203813631398167,-3.157752583974745
0.33319661766540937,-3.171016181301715
0.34601187219100205,-3.1848653994794245
0.3588271267165947,-3.1993088792332625
0.3716423812421874,-3.214355859446922
0.38445763576778,-3.2300161988273635
0.3972728902933727,-3.2463003948690563
0.4100881448189654,-3.263219601518917
0.42290339934455806,-3.2807856466242433
0.43571865387015074,-3.2990110493799367
0.44853390839574336,-3.317909036642004
0.46134916292133604,-3.337493555336522
0.4741644174469287,-3.3577792765864793
0.4869796719725214,-3.378781586007132
0.4997949264981141,-3.4005165542953386
0.5126101810237067,-3.423000883074233
0.5254254355492994,-3.4462518230554107
0.5382406900748921,-3.470287064749868
0.5510559446004847,-3.4951246056660272
0.5638711991260774,-3.520782601370531
0.57668645365167,-3.5472792100237753
0.5895017081772628,-3.5746324402170644
0.6023169627028554,-3.602860009684529
0.6151322172284481,-3.631979217875586
0.6279474717540408,-3.662006829246651
0.6407627262796334,-3.692958957801207
0.653577980805226,-3.724850938454302
0.6663932353308187,-3.757697168625406
0.6792084898564114,-3.791510904904522
0.6920237443820041,-3.8263040047111967
0.7048389989075967,-3.8620866107896523
0.7176542534331894,-3.8988667857933215
0.7304695079587821,-3.936650113489509
0.7432847624843747,-3.975439290627444
0.7561000170099674,-4.015233737688832
0.76891527153556,-4.05602925605332
0.7817305260611528,-4.097817752211801
0.7945457805867454,-4.1405870358877195
0.807361035112338,-4.1843206792049505
0.8201762896379308,-4.228997901766327
0.8329915441635234,-4.274593427733082
0.8458067986891161,-4.321077253264057
0.8586220532147087,-4.368414272360897
0.8714373077403014,-4.416563738048229
0.8842525622658941,-4.465478578349664
0.8970678167914867,-4.515104629571141
0.9098830713170795,-4.565379875620191
0.9226983258426721,-4.616233776564985
0.9355135803682647,-4.667586727651949
0.9483288348938574,-4.719349622211319
0.9611440894194501,-4.7714234234377315
0.9739593439450428,-4.823698612399643
0.9867745984706354,-4.876054397539748
0.999589852996228,-4.928357650130166
1.0124051075218208,-4.980461652115592
1.0252203620474134,-5.032204869604739
1.038035616573006,-5.083410052997154
1.0508508710985989,-5.133883979285416
1.0636661256241915,-5.183418081025915
1.0764813801497841,-5.231790062427413
1.0892966346753767,-5.278766418605557
1.1021118892009694,-5.324105591995258
1.1149271437265622,-5.367561362352436
1.1277423982521548,-5.4088860070441855
1.1405576527777475,-5.4478328057153735
1.15337290730334,-5.484157600282558
1.1661881618289327,-5.517619341862332
1.1790034163545255,-5.547979828487211
1.1918186708801182,-5.575003118195784
1.2046339254057108,-5.598455347292832
1.2174491799313034,-5.618105859727453
1.230264434456896,-5.633730643978197
1.2430796889824889,-5.6451190724572395
1.2558949435080815,-5.652084825440578
1.2687101980336741,-5.654481583670342
