Phi,V
0.0,-3.0000099787445493
0.013642299064275434,-3.000289051560251
0.027284598128550868,-3.001125681498546
0.0409268971928263,-3.002520231923418
0.054569196257101736,-3.0044732143372657
0.06821149532137717,-3.0069853348038387
0.0818537943856526,-3.0100575570488237
0.09549609344992804,-3.013691170743892
0.10913839251420347,-3.0178878548581665
0.1227806915784789,-3.0226497282149034
0.13642299064275434,-3.0279793822361785
0.1500652897070298,-3.033879893984063
0.1637075887713052,-3.040354820695852
0.17734988783558064,-3.047408179760487
0.1909921868998561,-3.055044420224327
0.2046344859641315,-3.063268393232199
0.21827678502840694,-3.0720853291621
0.2319190840926824,-3.0815008285468433
0.2455613831569578,-3.091520872244517
0.25920368222123324,-3.1021518538832704
0.2728459812855087,-3.113400634635617
0.28648828034978413,-3.1252746172388464
0.3001305794140596,-3.13778183330224
0.31377287847833496,-3.150931035778209
0.3274151775426104,-3.1647317874284426
0.34105747660688585,-3.179194536476362
0.3546997756711613,-3.194330672502396
0.36834207473543673,-3.210152558860908
0.3819843737997122,-3.2266735420550865
0.39562667286398756,-3.243907942925923
0.409268971928263,-3.261871038348711
0.42291127099253845,-3.28057904450727
0.4365535700568139,-3.300049113003006
0.45019586912108933,-3.320299348667466
0.4638381681853648,-3.3413488531072426
0.4774804672496402,-3.363217791436283
0.4911227663139156,-3.3859274726108746
0.5047650653781911,-3.4095004278991365
0.5184073644424665,-3.4339604689225993
0.5320496635067419,-3.4593327076103404
0.5456919625710174,-3.485643525657479
0.5593342616352928,-3.5129204898845887
0.5729765606995683,-3.541192220293074
0.5866188597638436,-3.5704882268238545
0.6002611588281191,-3.6008387359482
0.6139034578923945,-3.6322745271250474
0.6275457569566699,-3.664826791349913
0.6411880560209454,-3.698527011085031
0.6548303550852208,-3.7334068462864614
0.6684726541494963,-3.7694979995083195
0.6821149532137716,-3.8068320282155574
0.6957572522780471,-3.8454400766381163
0.7093995513423225,-3.8853525120986507
0.723041850406598,-3.926598468298451
0.7366841494708734,-3.969205315357654
0.7503264485351487,-4.013198088260079
0.7639687475994242,-4.05859890828728
0.7776110466636996,-4.105426425499597
0.7912533457279751,-4.1536952968374194
0.8048956447922505,-4.20341569856187
0.818537943856526,-4.254592858536419
0.8321802429208014,-4.307226586976216
0.8458225419850768,-4.361310785062229
0.8594648410493523,-4.416832917974595
0.8731071401136277,-4.4737734492988395
0.8867494391779032,-4.53210524347921
0.9003917382421786,-4.591792948598952
0.9140340373064539,-4.652792371593023
0.9276763363707294,-4.7150498531834035
0.9413186354350048,-4.778501644286865
0.9549609344992803,-4.843073284204805
0.9686032335635557,-4.908678985955053
0.9822455326278312,-4.975221042952776
0.9958878316921066,-5.042589276774269
1.009530130756382,-5.110660540951818
1.0231724298206575,-5.1792982794347955
1.036814728884933,-5.248352117502069
1.0504570279492083,-5.317657449564115
1.0640993270134838,-5.387034992460877
1.0777416260777593,-5.456290295917599
1.0913839251420345,-5.525213234462236
1.10502622420631,-5.593577531343067
1.1186685232705855,-5.6611403706197745
1.132310822334861,-5.72764213543052
1.1459531213991363,-5.79280628129658
1.1595954204634118,-5.856339338718105
1.1732377195276873,-5.917931064326032
1.1868800185919626,-5.977254830427166
1.200522317656238,-6.033968431029111
1.2141646167205136,-6.0877155276979815
1.227806915784789,-6.138127891234626
1.2414492148490643,-6.184828379713344
1.2550915139133398,-6.2274342770122475
1.2687338129776153,-6.265560360894878
1.2823761120418906,-6.298821147870879
1.2960184111061661,-6.32683248611065
1.3096607101704416,-6.3492142295621194
1.323303009234717,-6.365597925214098
1.3369453082989924,-6.375645367731828
1.3505876073632679,-6.379083795342731
